id,body_region,quality,severity,days_since_onset,context_notes,exercise_title,exercise_steps,education_prompt,risk_neuro,risk_recent_trauma,source,created_at
07262,hand,stiffness,8,28,"worse after sitting long, comes and goes. Region: hand, quality: stiffness.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.514225Z
07263,knee,pressure,10,55,"after studying for hours, moves around. Region: knee, quality: pressure.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514233Z
07264,neck,stiffness,1,5,"after long standing, eases with rest. Region: neck, quality: stiffness.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514241Z
07265,wrist,pressure,3,25,"better when distracted, comes and goes. Region: wrist, quality: pressure.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514252Z
07266,lower_back,shooting,10,36,"after studying for hours, eases with rest. Region: lower back, quality: shooting.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514260Z
07267,elbow,shooting,5,26,"after long standing, lingers most of the day. Region: elbow, quality: shooting.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514272Z
07268,knee,stabbing,7,33,"follows long car rides, lingers most of the day. Region: knee, quality: stabbing.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.514280Z
07269,lower_back,pressure,4,20,"appears when I worry, feels tight then releases. Region: lower back, quality: pressure.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514288Z
07270,head,sharp,8,14,"worse after screens, spikes then fades. Region: head, quality: sharp.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514300Z
07271,lower_back,pulling,10,3,"appears during heavy lifting, comes and goes. Region: lower back, quality: pulling.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514309Z
07272,abdomen,shooting,4,9,"better when distracted, stays in one spot. Region: abdomen, quality: shooting.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514317Z
07273,chest,aching,9,6,"better when distracted, feels tight then releases. Region: chest, quality: aching.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514325Z
07274,lower_back,shooting,3,32,"more noticeable in the morning, moves around. Region: lower back, quality: shooting.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514336Z
07275,chest,pulling,6,32,"after repetitive tasks, comes and goes. Region: chest, quality: pulling.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514346Z
07276,wrist,dull,4,36,"eases with heat, stays in one spot. Region: wrist, quality: dull.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.514355Z
07277,shoulder,electric,10,29,"more noticeable in the morning, comes and goes. Region: shoulder, quality: electric.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514363Z
07278,knee,pulling,1,13,"improves with gentle movement, eases with rest. Region: knee, quality: pulling.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514376Z
07279,knee,stiffness,8,7,"improves with gentle movement, comes and goes. Region: knee, quality: stiffness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514393Z
07280,hip,aching,7,13,"improves with gentle movement, lingers most of the day. Region: hip, quality: aching.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514401Z
07281,wrist,pulling,3,16,"flares after stress, eases after stretching. Region: wrist, quality: pulling.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514410Z
07282,elbow,pressure,4,20,"worse in cold weather, spikes then fades. Region: elbow, quality: pressure.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514562Z
07283,hand,tingling,7,3,"when I hurry, lingers most of the day. Region: hand, quality: tingling.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514582Z
07284,ankle,pressure,6,8,"improves with gentle movement, lingers most of the day. Region: ankle, quality: pressure.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514591Z
07285,chest,shooting,4,1,"flares after stress, spikes then fades. Region: chest, quality: shooting.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514600Z
07286,foot,shooting,1,40,"better after a walk, spikes then fades. Region: foot, quality: shooting.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514608Z
07287,chest,stiffness,7,17,"after long standing, stays in one spot. Region: chest, quality: stiffness.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514615Z
07288,jaw,pulling,1,9,"improves with gentle movement, eases after stretching. Region: jaw, quality: pulling.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514631Z
07289,hip,stiffness,5,13,"worse after screens, radiates a little. Region: hip, quality: stiffness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514639Z
07290,upper_back,pressure,10,9,"better when distracted, comes and goes. Region: upper back, quality: pressure.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514652Z
07291,upper_back,pulling,10,26,"better after a walk, pulses with breath. Region: upper back, quality: pulling.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514660Z
07292,knee,throbbing,7,43,"appears during heavy lifting, pulses with breath. Region: knee, quality: throbbing.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514671Z
07293,knee,throbbing,4,5,"eases with heat, spikes then fades. Region: knee, quality: throbbing.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514679Z
07294,lower_back,stabbing,2,5,"follows long car rides, radiates a little. Region: lower back, quality: stabbing.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514688Z
07295,hand,cramping,2,13,"worse after screens, radiates a little. Region: hand, quality: cramping.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514697Z
07296,wrist,pressure,1,20,"flares after stress, spikes then fades. Region: wrist, quality: pressure.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514707Z
07297,chest,cramping,2,11,"after repetitive tasks, moves around. Region: chest, quality: cramping.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514719Z
07298,shoulder,pulling,1,58,"eases with heat, pulses with breath. Region: shoulder, quality: pulling.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514727Z
07299,elbow,electric,1,12,"eases with heat, eases with rest. Region: elbow, quality: electric.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514739Z
07300,upper_back,burning,7,35,"worse after sitting long, comes and goes. Region: upper back, quality: burning.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514747Z
07301,head,cramping,10,15,"more noticeable in the morning, lingers most of the day. Region: head, quality: cramping.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514759Z
07302,foot,cramping,1,15,"when I hurry, radiates a little. Region: foot, quality: cramping.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514768Z
07303,abdomen,stabbing,9,34,"on stressful days, spikes then fades. Region: abdomen, quality: stabbing.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514776Z
07304,shoulder,cramping,7,4,"after repetitive tasks, pulses with breath. Region: shoulder, quality: cramping.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514784Z
07305,foot,stiffness,4,2,"after studying for hours, pulses with breath. Region: foot, quality: stiffness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514792Z
07306,head,stabbing,7,24,"worse after screens, moves around. Region: head, quality: stabbing.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514805Z
07307,foot,pressure,6,29,"better after a walk, eases after stretching. Region: foot, quality: pressure.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514813Z
07308,wrist,dull,1,21,"follows long car rides, spikes then fades. Region: wrist, quality: dull.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514822Z
07309,lower_back,aching,7,30,"better when distracted, feels tight then releases. Region: lower back, quality: aching.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514830Z
07310,hand,aching,1,19,"when I hurry, radiates a little. Region: hand, quality: aching.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514838Z
07311,hip,stabbing,2,13,"better after a walk, lingers most of the day. Region: hip, quality: stabbing.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514845Z
07312,head,aching,9,3,"worse in cold weather, moves around. Region: head, quality: aching.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514853Z
07313,hand,throbbing,9,33,"flares after poor sleep, eases after stretching. Region: hand, quality: throbbing.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514865Z
07314,foot,burning,7,12,"after long standing, stays in one spot. Region: foot, quality: burning.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514874Z
07315,chest,burning,3,36,"appears during heavy lifting, comes and goes. Region: chest, quality: burning.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514885Z
07316,head,aching,6,17,"better when distracted, pulses with breath. Region: head, quality: aching.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514897Z
07317,hip,shooting,6,8,"worse in cold weather, eases after stretching. Region: hip, quality: shooting.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514905Z
07318,jaw,stabbing,6,9,"on stressful days, eases after stretching. Region: jaw, quality: stabbing.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514914Z
07319,neck,electric,4,21,"after studying for hours, lingers most of the day. Region: neck, quality: electric.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514922Z
07320,ankle,tightness,10,21,"improves with gentle movement, feels tight then releases. Region: ankle, quality: tightness.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514931Z
07321,shoulder,tightness,1,14,"better when distracted, pulses with breath. Region: shoulder, quality: tightness.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514939Z
07322,knee,stiffness,9,21,"worse in cold weather, pulses with breath. Region: knee, quality: stiffness.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.514947Z
07323,upper_back,electric,3,24,"more noticeable in the morning, lingers most of the day. Region: upper back, quality: electric.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514955Z
07324,foot,electric,3,11,"when I hurry, radiates a little. Region: foot, quality: electric.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514964Z
07325,ankle,tingling,3,10,"on stressful days, feels tight then releases. Region: ankle, quality: tingling.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514980Z
07326,head,shooting,8,3,"after repetitive tasks, eases with rest. Region: head, quality: shooting.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514990Z
07327,upper_back,tingling,10,76,"worse in cold weather, lingers most of the day. Region: upper back, quality: tingling.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.514997Z
07328,head,cramping,8,88,"improves with gentle movement, feels tight then releases. Region: head, quality: cramping.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515006Z
07329,shoulder,shooting,3,16,"when I hurry, eases after stretching. Region: shoulder, quality: shooting.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.515014Z
07330,abdomen,sharp,4,13,"improves with gentle movement, eases after stretching. Region: abdomen, quality: sharp.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515022Z
07331,wrist,aching,2,3,"better after a walk, feels tight then releases. Region: wrist, quality: aching.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515036Z
07332,shoulder,tightness,6,51,"worse after screens, feels tight then releases. Region: shoulder, quality: tightness.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515044Z
07333,lower_back,stiffness,8,38,"after studying for hours, eases with rest. Region: lower back, quality: stiffness.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515052Z
07334,wrist,aching,6,21,"eases with heat, eases with rest. Region: wrist, quality: aching.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515063Z
07335,neck,stiffness,7,20,"after studying for hours, pulses with breath. Region: neck, quality: stiffness.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515071Z
07336,wrist,cramping,5,41,"appears during heavy lifting, eases with rest. Region: wrist, quality: cramping.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515079Z
07337,knee,tightness,2,26,"flares after stress, lingers most of the day. Region: knee, quality: tightness.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515087Z
07338,mid_back,aching,1,8,"when I hurry, eases with rest. Region: mid back, quality: aching.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515100Z
07339,lower_back,pressure,2,18,"appears when I worry, eases after stretching. Region: lower back, quality: pressure.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515108Z
07340,head,electric,2,40,"after long standing, moves around. Region: head, quality: electric.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515117Z
07341,elbow,tightness,2,6,"worse after sitting long, eases with rest. Region: elbow, quality: tightness.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515125Z
07342,head,shooting,4,14,"eases with heat, pulses with breath. Region: head, quality: shooting.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515132Z
07343,wrist,burning,8,46,"worse after sitting long, feels tight then releases. Region: wrist, quality: burning.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Movement within a comfortable range reassures the brain and builds confidence.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.515145Z
07344,head,tightness,2,14,"after repetitive tasks, comes and goes. Region: head, quality: tightness.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515154Z
